chr,start,end,id,gene_id,strand
3,196515345,196515346,Q147U7,ENSG00000214097,-
19,9768737,9768738,Q147U1,ENSG00000196605,-
2,201233442,201233443,Q14790,ENSG00000064012,+
3,121749766,121749767,Q14789,ENSG00000173230,-
17,79778147,79778148,Q14781,ENSG00000173894,+
1,220879442,220879443,Q14774,ENSG00000136630,+
19,10286954,10286955,Q14773,ENSG00000105371,+
14,74612236,74612237,Q14767,ENSG00000119681,-
2,32946952,32946953,Q14766,ENSG00000049323,+
2,191151589,191151590,Q14765,ENSG00000138378,-
16,29820393,29820394,Q14764,ENSG00000013364,+
11,67437681,67437682,Q14761,ENSG00000213402,-
6,42960753,42960754,Q14749,ENSG00000124713,+
1,230642480,230642481,Q14746,ENSG00000135775,+
1,225428854,225428855,Q14739,ENSG00000143815,-
6,42984552,42984553,Q14738,ENSG00000112640,+
4,2934824,2934825,Q14728,ENSG00000109736,-
3,156120577,156120578,Q14722,ENSG00000169282,+
20,49484296,49484297,Q14721,ENSG00000158445,-
12,26134966,26134967,Q14714,ENSG00000123096,+
16,84116941,84116942,Q14703,ENSG00000140943,-
3,16513698,16513699,Q14699,ENSG00000131378,-
11,62646615,62646616,Q14697,ENSG00000089597,-
15,80989827,80989828,Q14696,ENSG00000117899,-
16,84699999,84700000,Q14694,ENSG00000103194,+
2,11677594,11677595,Q14693,ENSG00000134324,+
10,42782794,42782795,Q14692,ENSG00000165733,+
20,25407672,25407673,Q14691,ENSG00000101003,+
10,103396625,103396626,Q14690,ENSG00000148843,+
21,46458890,46458891,Q14689,ENSG00000160305,+
16,85611408,85611409,Q14687,ENSG00000131149,+
20,34825650,34825651,Q14686,ENSG00000198646,-
21,43659559,43659560,Q14684,ENSG00000160208,+
X,53422653,53422654,Q14683,ENSG00000072501,-
17,75047224,75047225,Q14681,ENSG00000180901,+
9,36572861,36572862,Q14680,ENSG00000165304,+
2,218710834,218710835,Q14679,ENSG00000135912,+
9,470290,470291,Q14678,ENSG00000107104,+
5,157859144,157859145,Q14677,ENSG00000113282,-
6,30717280,30717281,Q14676,ENSG00000137337,-
12,53268298,53268299,Q14674,ENSG00000135476,+
1,31065784,31065785,Q14671,ENSG00000134644,-
2,229922008,229922009,Q14669,ENSG00000153827,-
17,28645157,28645158,Q14667,ENSG00000007202,-
X,154479280,154479281,Q14657,ENSG00000196976,-
X,153972753,153972754,Q14656,ENSG00000177854,+
11,17389330,17389331,Q14654,ENSG00000187486,-
19,49665856,49665857,Q14653,ENSG00000126456,-
3,142596392,142596393,Q14651,ENSG00000120756,+
13,114132622,114132623,Q14644,ENSG00000185989,-
3,4493344,4493345,Q14643,ENSG00000150995,+
10,132537786,132537787,Q14642,ENSG00000068383,+
9,5231418,5231419,Q14641,ENSG00000120211,+
X,115018972,115018973,Q14627,ENSG00000123496,-
9,34652184,34652185,Q14626,ENSG00000137070,+
3,52830671,52830672,Q14624,ENSG00000055955,-
2,219060920,219060921,Q14623,ENSG00000163501,-
17,43170480,43170481,Q14596,ENSG00000188554,+
7,64903272,64903273,Q14593,ENSG00000198039,+
19,57280050,57280051,Q14592,ENSG00000197714,+
19,44305024,44305025,Q14590,ENSG00000159917,-
19,44141553,44141554,Q14588,ENSG00000263002,+
12,133181473,133181474,Q14587,ENSG00000090612,+
16,31873806,31873807,Q14586,ENSG00000185947,+
19,36850360,36850361,Q14585,ENSG00000251247,+
19,9435570,9435571,Q14584,ENSG00000174652,-
4,2262108,2262109,Q14582,ENSG00000123933,-
19,11481045,11481046,Q14576,ENSG00000196361,-
18,31042814,31042815,Q14574,ENSG00000134762,-
6,33620364,33620365,Q14573,ENSG00000096433,+
12,26833193,26833194,Q14571,ENSG00000123104,-
2,135876442,135876443,Q14566,ENSG00000076003,-
22,38570182,38570183,Q14565,ENSG00000100206,-
7,84195444,84195445,Q14563,ENSG00000075213,-
17,43483959,43483960,Q14562,ENSG00000067596,+
17,76353915,76353916,Q14558,ENSG00000161542,-
3,123067024,123067025,Q14554,ENSG00000065485,+
7,151167693,151167694,Q14549,ENSG00000164900,-
11,66372213,66372214,Q14542,ENSG00000174669,-
8,75408035,75408036,Q14541,ENSG00000164749,+
8,124998504,124998505,Q14534,ENSG00000104549,+
12,52291533,52291534,Q14533,ENSG00000205426,-
17,41467385,41467386,Q14532,ENSG00000108759,-
3,149086553,149086554,Q14527,ENSG00000071794,-
17,2055098,2055099,Q14526,ENSG00000177374,+
17,41369812,41369813,Q14525,ENSG00000131738,-
3,38649686,38649687,Q14524,ENSG00000183873,-
10,113550836,113550837,Q14520,ENSG00000148702,+
4,186723855,186723856,Q14517,ENSG00000083857,-
4,87529502,87529503,Q14515,ENSG00000152583,-
4,15938739,15938740,Q14512,ENSG00000137440,-
6,11382347,11382348,Q14511,ENSG00000111859,-
20,45469752,45469753,Q14508,ENSG00000101443,+
14,20745886,20745887,Q14507,ENSG00000181562,+
17,21376356,21376357,Q14500,ENSG00000184185,+
20,35742311,35742312,Q14498,ENSG00000131051,-
17,48048358,48048359,Q14494,ENSG00000082641,+
4,1712318,1712319,Q14493,ENSG00000163950,-
3,194136147,194136148,Q14469,ENSG00000114315,+
17,42824281,42824282,Q14457,ENSG00000126581,-
17,39737937,39737938,Q14451,ENSG00000141738,+
2,164621481,164621482,Q14449,ENSG00000115290,-
11,34051730,34051731,Q14444,ENSG00000135387,+
14,67600267,67600268,Q14442,ENSG00000100564,-
15,39920935,39920936,Q14439,ENSG00000166073,-
2,165794246,165794247,Q14435,ENSG00000115339,-
12,20368536,20368537,Q14432,ENSG00000172572,+
3,51707067,51707068,Q14416,ENSG00000164082,+
4,79408227,79408228,Q14410,ENSG00000196475,-
4,165279703,165279704,Q14409,ENSG00000229894,-
17,63911257,63911258,Q14406,ENSG00000204414,-
13,113864075,113864076,Q14393,ENSG00000183087,-
11,76670746,76670747,Q14392,ENSG00000137507,-
22,22644613,22644614,Q14390,ENSG00000100121,+
1,23800753,23800754,Q14376,ENSG00000117308,-
19,1401569,1401570,Q14353,ENSG00000130005,-
17,65056739,65056740,Q14344,ENSG00000120063,-
17,44557483,44557484,Q14332,ENSG00000180340,+
4,189940871,189940872,Q14331,ENSG00000109536,+
13,99261743,99261744,Q14330,ENSG00000125245,-
19,50432891,50432892,Q14324,ENSG00000086967,+
X,154444140,154444141,Q14320,ENSG00000071859,+
19,18543576,18543577,Q14318,ENSG00000105701,-
7,128830405,128830406,Q14315,ENSG00000128591,+
7,77199818,77199819,Q14314,ENSG00000127951,-
7,151080861,151080862,Q14296,ENSG00000164896,-
8,27311481,27311482,Q14289,ENSG00000120899,+
7,65006686,65006687,Q14264,ENSG00000213462,-
17,56914048,56914049,Q14258,ENSG00000121060,-
15,76931737,76931738,Q14257,ENSG00000117906,+
17,28897732,28897733,Q14254,ENSG00000132589,-
9,128818499,128818500,Q14249,ENSG00000167136,+
11,70398403,70398404,Q14247,ENSG00000085733,+
19,6887565,6887566,Q14246,ENSG00000174837,+
6,136550818,136550819,Q14244,ENSG00000135525,-
12,108633893,108633894,Q14242,ENSG00000110876,-
1,23743447,23743448,Q14241,ENSG00000011007,+
3,186783576,186783577,Q14240,ENSG00000156976,+
12,123633765,123633766,Q14232,ENSG00000111361,-
19,4229522,4229523,Q14213,ENSG00000105246,+
8,142786538,142786539,Q14210,ENSG00000167656,-
1,23531232,23531233,Q14209,ENSG00000007968,-
11,108222637,108222638,Q14207,ENSG00000149308,-
6,46491971,46491972,Q14206,ENSG00000172348,-
14,101964572,101964573,Q14204,ENSG00000197102,+
2,74392086,74392087,Q14203,ENSG00000204843,-
X,71255145,71255146,Q14202,ENSG00000147130,-
21,17612900,17612901,Q14201,ENSG00000154640,-
17,75012669,75012670,Q14197,ENSG00000167862,+
5,147510067,147510068,Q14195,ENSG00000113657,-
4,5893085,5893086,Q14194,ENSG00000072832,-
2,105438502,105438503,Q14192,ENSG00000115641,-
8,31033809,31033810,Q14191,ENSG00000165392,+
21,36699114,36699115,Q14190,ENSG00000159263,+
3,142149543,142149544,Q14188,ENSG00000114126,-
13,113584752,113584753,Q14186,ENSG00000198176,+
10,126905408,126905409,Q14185,ENSG00000150760,+
17,181649,181650,Q14184,ENSG00000272636,-
16,30012303,30012304,Q14183,ENSG00000149927,-
11,65261961,65261962,Q14181,ENSG00000014138,+
17,43907535,43907536,Q14168,ENSG00000108852,-
22,43187133,43187134,Q14166,ENSG00000100304,-
12,120687148,120687149,Q14165,ENSG00000110917,+
1,206470475,206470476,Q14164,ENSG00000263528,+
17,1645722,1645723,Q14162,ENSG00000074660,-
12,109996388,109996389,Q14161,ENSG00000139436,-
8,143814967,143814968,Q14160,ENSG00000180900,-
8,47260877,47260878,Q14159,ENSG00000164808,+
1,154220178,154220179,Q14157,ENSG00000143569,+
8,131904092,131904093,Q14156,ENSG00000132294,+
13,111114618,111114619,Q14155,ENSG00000102606,+
5,141923854,141923855,Q14154,ENSG00000081791,+
10,124744377,124744378,Q14153,ENSG00000189319,-
10,119080816,119080817,Q14152,ENSG00000107581,-
19,5622775,5622776,Q14151,ENSG00000130254,-
21,36320196,36320197,Q14149,ENSG00000159256,+
19,47349314,47349315,Q14147,ENSG00000134815,+
1,229626246,229626247,Q14146,ENSG00000135763,+
19,10503355,10503356,Q14145,ENSG00000079999,-
9,98119221,98119222,Q14142,ENSG00000106785,-
X,119693369,119693370,Q14141,ENSG00000125354,-
2,64653912,64653913,Q14140,ENSG00000179833,-
11,118359599,118359600,Q14139,ENSG00000110344,+
8,144291437,144291438,Q14137,ENSG00000261236,-
3,11582390,11582391,Q14135,ENSG00000144560,-
11,120138112,120138113,Q14134,ENSG00000137699,-
22,18906319,18906320,Q14129,ENSG00000183628,+
18,31498176,31498177,Q14126,ENSG00000046604,+
7,32071435,32071436,Q14123,ENSG00000154678,-
17,57988253,57988254,Q14119,ENSG00000136451,-
3,49468712,49468713,Q14118,ENSG00000173402,+
8,104467054,104467055,Q14117,ENSG00000147647,-
11,112164093,112164094,Q14116,ENSG00000150782,-
1,53328069,53328070,Q14114,ENSG00000157193,-
14,52069058,52069059,Q14112,ENSG00000087303,-
4,76213823,76213824,Q14108,ENSG00000138760,-
22,41446800,41446801,Q14106,ENSG00000183864,-
4,82373990,82373991,Q14103,ENSG00000138668,-
4,77075988,77075989,Q14094,ENSG00000118816,-
9,102995310,102995311,Q14093,ENSG00000155833,+
X,130171961,130171962,Q14088,ENSG00000134594,+
3,119677453,119677454,Q14061,ENSG00000138495,-
1,40317285,40317286,Q14055,ENSG00000049089,-
20,62817049,62817050,Q14050,ENSG00000092758,+
9,101383563,101383564,Q14032,ENSG00000136881,-
X,108439471,108439472,Q14031,ENSG00000197565,-
16,57971127,57971128,Q14028,ENSG00000070729,-
16,84618077,84618078,Q14019,ENSG00000103187,-
3,9769946,9769947,Q14012,ENSG00000134072,-
19,1259383,1259384,Q14011,ENSG00000099622,+
11,46846307,46846308,Q14008,ENSG00000175216,-
15,81196878,81196879,Q14005,ENSG00000172349,+
7,39950120,39950121,Q14004,ENSG00000065883,+
19,50329376,50329377,Q14003,ENSG00000131398,-
19,41688366,41688367,Q14002,ENSG00000007306,-
10,50990887,50990888,Q13976,ENSG00000185532,+
15,79090779,79090780,Q13972,ENSG00000058335,-
12,14973041,14973042,Q13956,ENSG00000139053,+
1,40691688,40691689,Q13952,ENSG00000066136,+
16,67029148,67029149,Q13951,ENSG00000067955,+
6,45328316,45328317,Q13950,ENSG00000124813,+
7,101815903,101815904,Q13948,ENSG00000257923,+
8,65842063,65842064,Q13946,ENSG00000205268,-
9,36169387,36169388,Q13939,ENSG00000185972,+
19,5914253,5914254,Q13938,ENSG00000105519,+
12,2052986,2052987,Q13936,ENSG00000151067,+
10,1049118,1049119,Q13907,ENSG00000067064,-
9,131740073,131740074,Q13905,ENSG00000107263,-
2,68063008,68063009,Q13901,ENSG00000197223,-
6,41921498,41921499,Q13895,ENSG00000112578,+
12,123633828,123633829,Q13889,ENSG00000111358,+
5,71067649,71067650,Q13888,ENSG00000145736,-
13,73054975,73054976,Q13887,ENSG00000102554,+
9,70414656,70414657,Q13886,ENSG00000119138,-
6,3157543,3157544,Q13885,ENSG00000137267,-
8,120813272,120813273,Q13884,ENSG00000172164,-
20,63537375,63537376,Q13882,ENSG00000101213,-
3,39467604,39467605,Q13875,ENSG00000168314,+
2,202376326,202376327,Q13873,ENSG00000204217,+
9,130693764,130693765,Q13868,ENSG00000130713,+
17,30291943,30291944,Q13867,ENSG00000108578,-
6,31542002,31542003,Q13838,ENSG00000198563,-
1,201283451,201283452,Q13835,ENSG00000081277,+
17,28335601,28335602,Q13829,ENSG00000109079,+
9,91361917,91361918,Q13825,ENSG00000148090,-
1,37595936,37595937,Q13823,ENSG00000134697,-
8,119638838,119638839,Q13822,ENSG00000136960,-
9,128552557,128552558,Q13813,ENSG00000197694,+
3,37452140,37452141,Q13797,ENSG00000144668,+
X,9786428,9786429,Q13796,ENSG00000146950,+
20,63708024,63708025,Q13795,ENSG00000101246,-
18,59899995,59899996,Q13794,ENSG00000141682,+
12,56362856,56362857,Q13790,ENSG00000175336,-
10,46030622,46030623,Q13772,ENSG00000266412,-
22,29553765,29553766,Q13769,ENSG00000100296,-
12,56727196,56727197,Q13765,ENSG00000196531,-
1,24965009,24965010,Q13761,ENSG00000020633,-
1,183186237,183186238,Q13753,ENSG00000058085,+
1,209652424,209652425,Q13751,ENSG00000196878,-
3,105366908,105366909,Q13740,ENSG00000170017,+
1,160151602,160151603,Q13733,ENSG00000132681,+
2,74465395,74465396,Q13724,ENSG00000115275,-
3,38453889,38453890,Q13705,ENSG00000114739,+
11,47449142,47449143,Q13702,ENSG00000165917,-
1,201112425,201112426,Q13698,ENSG00000081248,-
14,77708022,77708023,Q13686,ENSG00000100601,-
2,218270136,218270137,Q13685,ENSG00000127837,-
12,55712410,55712411,Q13683,ENSG00000135424,-
11,66336433,66336434,Q13671,ENSG00000174791,-
11,117986393,117986394,Q13651,ENSG00000110324,+
1,38005513,38005514,Q13643,ENSG00000183386,-
X,136146701,136146702,Q13642,ENSG00000022267,+
6,82363205,82363206,Q13641,ENSG00000146242,+
5,148654526,148654527,Q13639,ENSG00000164270,-
6,146543832,146543833,Q13637,ENSG00000118508,+
18,9708300,9708301,Q13636,ENSG00000168461,+
9,95517056,95517057,Q13635,ENSG00000185920,-
5,20575872,20575873,Q13634,ENSG00000145526,-
8,143617481,143617482,Q13630,ENSG00000104522,-
21,37365789,37365790,Q13627,ENSG00000157540,+
1,223845946,223845947,Q13625,ENSG00000143514,-
15,48178437,48178438,Q13621,ENSG00000074803,+
X,120603929,120603930,Q13620,ENSG00000158290,-
13,113208192,113208193,Q13619,ENSG00000139842,+
2,224585396,224585397,Q13618,ENSG00000036257,-
10,35090641,35090642,Q13617,ENSG00000108094,-
7,148697913,148697914,Q13616,ENSG00000055130,+
22,29883168,29883169,Q13615,ENSG00000100330,+
11,95924122,95924123,Q13614,ENSG00000087053,-
X,150693365,150693366,Q13613,ENSG00000063601,+
12,107685798,107685799,Q13610,ENSG00000136045,+
3,58210971,58210972,Q13609,ENSG00000163687,-
6,42979180,42979181,Q13608,ENSG00000124587,-
7,143954843,143954844,Q13607,ENSG00000213215,+
11,55936399,55936400,Q13606,ENSG00000167825,-
12,75511608,75511609,Q13601,ENSG00000111615,-
15,64095981,64095982,Q13596,ENSG00000028528,+
7,23532040,23532041,Q13595,ENSG00000164548,-
5,9546074,9546075,Q13591,ENSG00000112902,-
17,19046956,19046957,Q13588,ENSG00000154016,-
11,3855701,3855702,Q13586,ENSG00000167323,+
X,151176583,151176584,Q13585,ENSG00000102195,+
5,76403284,76403285,Q13576,ENSG00000145703,+
11,46332904,46332905,Q13574,ENSG00000149091,+
14,77761155,77761156,Q13573,ENSG00000100603,-
14,93115870,93115871,Q13572,ENSG00000100605,-
1,30757773,30757774,Q13571,ENSG00000162511,-
12,103965871,103965872,Q13569,ENSG00000139372,+
7,128937611,128937612,Q13568,ENSG00000128604,+
16,66830975,66830976,Q13564,ENSG00000159593,-
4,88007634,88007635,Q13563,ENSG00000118762,+
2,181680519,181680520,Q13562,ENSG00000162992,-
12,57547191,57547192,Q13561,ENSG00000175203,-
4,113761926,113761927,Q13557,ENSG00000145349,-
10,73874590,73874591,Q13555,ENSG00000148660,-
7,44325655,44325656,Q13554,ENSG00000058404,-
1,32292082,32292083,Q13547,ENSG00000116478,+
6,3063861,3063862,Q13546,ENSG00000137275,+
10,70404144,70404145,Q13542,ENSG00000148730,+
8,38030533,38030534,Q13541,ENSG00000187840,+
3,142578732,142578733,Q13535,ENSG00000175054,-
20,44522084,44522085,Q13530,ENSG00000132824,-
19,9835317,9835318,Q13526,ENSG00000127445,+
6,4021266,4021267,Q13523,ENSG00000112739,+
12,54588658,54588659,Q13522,ENSG00000135447,-
12,49972946,49972947,Q13520,ENSG00000086159,+
8,28317267,28317268,Q13519,ENSG00000168081,+
21,33025934,33025935,Q13516,ENSG00000205927,+
3,133400055,133400056,Q13515,ENSG00000170819,+
8,18084997,18084998,Q13510,ENSG00000104763,-
16,89921850,89921851,Q13509,ENSG00000258947,+
4,76011199,76011200,Q13508,ENSG00000156219,+
4,121952059,121952060,Q13507,ENSG00000138741,-
2,190649069,190649070,Q13506,ENSG00000138386,+
1,155208694,155208695,Q13505,ENSG00000173171,+
12,27022557,27022558,Q13503,ENSG00000152944,+
5,179820904,179820905,Q13501,ENSG00000161011,+
X,150568416,150568417,Q13496,ENSG00000171100,+
X,150362040,150362041,Q13495,ENSG00000013619,+
11,86069881,86069882,Q13492,ENSG00000073921,-
X,13938637,13938638,Q13491,ENSG00000046653,-
11,102347213,102347214,Q13490,ENSG00000110330,+
11,102317483,102317484,Q13489,ENSG00000023445,+
11,68039024,68039025,Q13488,ENSG00000110719,+
19,7920337,7920338,Q13487,ENSG00000104976,+
18,51029613,51029614,Q13485,ENSG00000141646,+
4,143336875,143336876,Q13480,ENSG00000109458,+
2,102311528,102311529,Q13478,ENSG00000115604,+
19,496453,496454,Q13477,ENSG00000099866,+
X,101219768,101219769,Q13474,ENSG00000102385,+
17,18314702,18314703,Q13472,ENSG00000177302,-
17,7380533,7380534,Q13470,ENSG00000174292,+
20,51562830,51562831,Q13469,ENSG00000101096,-
2,207769905,207769906,Q13467,ENSG00000163251,-
18,21111812,21111813,Q13464,ENSG00000067900,-
1,47416284,47416285,Q13461,ENSG00000186790,+
19,17075776,17075777,Q13459,ENSG00000099331,+
8,15540222,15540223,Q13454,ENSG00000104723,+
6,35728582,35728583,Q13451,ENSG00000096060,-
3,116445486,116445487,Q13449,ENSG00000185565,-
19,10836211,10836212,Q13445,ENSG00000099203,-
1,155051285,155051286,Q13444,ENSG00000143537,+
8,38996972,38996973,Q13443,ENSG00000168615,+
7,99408596,99408597,Q13442,ENSG00000106244,-
3,37243251,37243252,Q13439,ENSG00000144674,+
12,57693840,57693841,Q13438,ENSG00000135506,+
11,66052363,66052364,Q13435,ENSG00000087365,+
18,36129384,36129385,Q13433,ENSG00000141424,-
17,28552630,28552631,Q13432,ENSG00000109103,-
5,150357638,150357639,Q13428,ENSG00000070814,+
2,169584341,169584342,Q13427,ENSG00000138398,+
5,83077497,83077498,Q13426,ENSG00000152422,+
16,69187146,69187147,Q13425,ENSG00000168807,+
20,33443762,33443763,Q13424,ENSG00000101400,-
5,43602722,43602723,Q13423,ENSG00000112992,+
7,50304715,50304716,Q13422,ENSG00000185811,+
16,760733,760734,Q13421,ENSG00000102854,+
11,6603707,6603708,Q13418,ENSG00000166333,+
2,200963659,200963660,Q13416,ENSG00000115942,-
1,52404422,52404423,Q13415,ENSG00000085840,-
6,26500302,26500303,Q13410,ENSG00000124557,+
2,171687408,171687409,Q13409,ENSG00000077380,+
11,65122318,65122319,Q13405,ENSG00000149792,+
20,50115953,50115954,Q13404,ENSG00000244687,-
11,77128245,77128246,Q13402,ENSG00000137474,+
19,57633167,57633168,Q13398,ENSG00000121417,+
1,234479178,234479179,Q13395,ENSG00000059588,-
13,35476688,35476689,Q13394,ENSG00000180660,-
3,171810482,171810483,Q13393,ENSG00000075651,-
22,50600792,50600793,Q13387,ENSG00000008735,+
9,122828587,122828588,Q13371,ENSG00000136940,-
11,14643803,14643804,Q13370,ENSG00000152270,+
17,43833145,43833146,Q13368,ENSG00000161647,-
15,82709874,82709875,Q13367,ENSG00000103723,-
4,1250332,1250333,Q13363,ENSG00000159692,-
14,101761797,101761798,Q13362,ENSG00000078304,+
12,8662825,8662826,Q13361,ENSG00000197614,-
19,9363019,9363020,Q13360,ENSG00000188629,+
22,21665999,21666000,Q13356,ENSG00000100023,+
1,63523501,63523502,Q13352,ENSG00000142856,-
19,12887200,12887201,Q13351,ENSG00000105610,-
16,31393334,31393335,Q13349,ENSG00000156886,+
1,32221076,32221077,Q13347,ENSG00000084623,+
2,230225729,230225730,Q13342,ENSG00000079263,+
18,45724180,45724181,Q13336,ENSG00000141469,+
19,5340811,5340812,Q13332,ENSG00000105426,-
14,105419826,105419827,Q13330,ENSG00000182979,+
13,23180978,23180979,Q13326,ENSG00000102683,+
10,89414567,89414568,Q13325,ENSG00000152778,+
7,30700102,30700103,Q13324,ENSG00000106113,-
22,43110749,43110750,Q13323,ENSG00000100290,+
7,50793461,50793462,Q13322,ENSG00000106070,-
2,218959665,218959666,Q13319,ENSG00000171450,+
4,87650279,87650280,Q13316,ENSG00000152592,+
11,108223066,108223067,Q13315,ENSG00000149311,+
1,39576789,39576790,Q13310,ENSG00000090621,-
5,36151988,36151989,Q13309,ENSG00000145604,+
6,43076313,43076314,Q13308,ENSG00000112655,+
2,127645863,127645864,Q13304,ENSG00000144230,+
1,5992261,5992262,Q13303,ENSG00000069424,+
11,62270157,62270158,Q13296,ENSG00000110484,+
1,160647043,160647044,Q13291,ENSG00000117090,-
2,151289667,151289668,Q13287,ENSG00000123609,-
16,28495549,28495550,Q13286,ENSG00000188603,-
9,124507398,124507399,Q13285,ENSG00000136931,-
5,151771893,151771894,Q13283,ENSG00000145907,+
11,59755375,59755376,Q13277,ENSG00000166900,+
3,50155323,50155324,Q13275,ENSG00000001617,+
14,23636363,23636364,Q13268,ENSG00000100867,+
19,58544063,58544064,Q13263,ENSG00000130726,+
10,5978186,5978187,Q13261,ENSG00000134470,-
14,52267697,52267698,Q13258,ENSG00000168229,+
4,120066847,120066848,Q13257,ENSG00000164109,-
6,146027781,146027782,Q13255,ENSG00000152822,+
17,56593698,56593699,Q13253,ENSG00000183691,+
20,43457895,43457896,Q13247,ENSG00000124193,+
14,69726899,69726900,Q13243,ENSG00000100650,+
12,120469747,120469748,Q13242,ENSG00000111786,-
12,10304445,10304446,Q13241,ENSG00000134539,+
8,133102911,133102912,Q13239,ENSG00000155926,-
4,81215221,81215222,Q13237,ENSG00000138669,-
5,56815548,56815549,Q13233,ENSG00000095015,+
16,1771542,1771543,Q13232,ENSG00000103024,-
1,203229672,203229673,Q13231,ENSG00000133063,-
1,151372704,151372705,Q13228,ENSG00000143416,-
17,7315342,7315343,Q13227,ENSG00000132522,-
12,13981601,13981602,Q13224,ENSG00000273079,-
9,116153790,116153791,Q13219,ENSG00000182752,+
13,95677138,95677139,Q13217,ENSG00000102580,+
